"x1","x2","x3","x4","x5","x6","x7","x8","y"
0.5535,0.9119,0.5346,0.3774,0.044,0.7799,0.9371,0.2201,52.6002615981148
0.2201,0.9371,0.044,0.4654,0.8553,0.2138,0.1258,0.8365,51.0470112290839
0.956,0.761,0.4654,0.3585,0.673,0.9182,0.8679,0.8428,107.076992904656
0.0252,0.1698,0.522,0.478,0.717,0.8868,0.7987,0.1447,13.5366347780314
0.9623,0.6226,0.7547,0.6541,0.9937,0.5283,0.0377,0.3082,187.167776829981
0.2264,0.2453,0.5786,0.8805,0.0818,0.0692,0.3396,0.566,54.1577690546956
0.6667,0.0566,0.1384,0.9245,0.4214,0.434,0.0063,0.2767,137.864159344826
0.1258,0.1635,0.2516,0.9686,0.9308,0.1195,0.7421,0.5157,34.4391817527106
0.283,0.717,0.9623,0.6855,0.4151,0.9623,0.9057,0.1635,30.9513110078762
0.327,0.9245,0.6101,0.1132,0.7421,0.3396,0.8365,0.3333,37.5212371598326
0.1824,0.6918,0.4969,0.7673,0.9686,0.805,0.8302,0.6038,29.3975070189829
0.9497,0.5346,0.805,0.2327,0.0377,0.6226,0.673,0.6667,119.612951944046
0.8553,0.2642,0.0377,0.195,0.6352,0.956,0.3899,0.3208,89.6688043876826
0.3333,0.5786,0.7421,0.3899,0.8679,0.8553,0.4025,0.5535,41.8778729045768
0.5283,0.7358,0.7987,0.5094,0.283,0.1572,0.3962,0.9308,97.0836958063885
0.9245,0.673,0.1761,0.8491,0.4906,0.7547,0.3145,0.4969,160.276131231237
0.6226,0.9434,0.4151,0.8742,0.327,0.8113,0.4591,0.0692,84.9734425318254
0.4465,0.1887,0.1195,0.0881,0.8994,0.7925,0.5535,0.8553,47.2484822993236
0.2767,0.5409,0.0881,0.0692,0.6918,0.2327,0.2138,0.761,47.4524999956841
0.5409,0.0189,0.8805,0.6604,0.7044,0.3836,0.3208,0.4528,91.4386095545719
0.8365,0.7799,0.8616,0.9119,0.9874,0.283,0.7044,0.1069,135.743115916937
0.9308,0.283,0.4088,0.7233,0.8302,0.3019,0.7547,0.7547,162.063668836844
0.7484,0.4465,0.8302,0.1321,0.3082,0.9119,0.1069,0.5283,88.7761438723651
0.9874,0.8239,0.5975,0.4151,0.4403,0.1824,0.1006,0.6101,207.054738658594
0.5346,0.3836,0.6352,0.0126,0.5786,0.8805,0.195,0.2893,53.0142623702081
0.0503,0.4088,0.1321,0.6981,0.3333,0.6918,0.2956,0.5975,23.9710588526637
0.8931,0.3711,0.0692,0.6101,0.5472,0.3459,0.0943,0.1384,168.071679229259
0.0126,0.5472,0.6289,0.6289,0.6226,0.7987,0.3522,0.9874,20.2721144859288
0.4717,0.9057,0.7484,0.7296,0.0943,0.9811,0.6289,0.4906,56.8344431408161
0.7421,0.3019,0.6792,0.8931,0,0.2075,0.8742,0.2956,116.64445072741
0.0566,0.7421,0.2579,0.4403,0.5912,0.6478,0.0189,0.0503,22.6978384395421
0.4969,0.0629,0.2767,0.3648,0.3145,0.3333,0.7925,0.9686,69.8979156175528
0.3962,0.2075,0.956,0.2264,0.3459,0.0943,0.8239,0.2453,50.5243431568379
0.6918,0.3459,0.9937,0.8302,0.6541,0.6667,0.7862,0.8679,103.421970388008
0.0377,0.8365,0.4465,0.8428,0.0566,0.2704,0.5597,0.3145,23.9120908481351
0.1384,0.8679,0.2956,0.6478,0.4528,0.8365,0.1698,0.7799,32.4779730722893
0.239,0.6667,1,0.1635,0.5535,0.4025,0.4969,0.3522,33.9731363374987
0.0943,0.2893,0.7736,0.2704,0.6981,0.044,0.4843,0.8931,29.821780608068
0.2453,0.2956,0.1258,0.5409,0.2138,0.8931,0.9811,0.4843,28.1833206008557
0.717,0.6604,0.566,0.7107,0.6855,0.8428,0.6981,0.9497,100.022129374076
0.2956,0.6289,0.1509,0.4088,0.0692,0.3711,0.7358,0.0755,38.1537046438126
0.673,0.8868,0.9119,0.283,0.0189,0.8994,0.3585,0.0881,70.3046406682953
0.3648,0.4277,0.7044,0.761,0.0503,0.4717,0.2201,0.9119,72.2440246975414
0.5472,0.7736,0.1572,0.2075,0.8616,0.5157,0.5912,1,71.9690771754447
0.2075,0.1761,0.8365,0.717,0.239,0.5786,0.2704,0.0377,37.5716163911831
0.434,0.1321,0.9308,0.0377,0.1761,0.9434,0.1509,0.5849,45.6563299097892
0.0629,0.0881,0.8113,0.5535,0.8491,0.4654,0.9308,0.3396,19.3008176072674
0.0314,0.7107,0.7296,0.9182,0.2201,0.6038,0.1195,0.7296,27.9857083239775
0.1509,0.5283,0.5535,0.8239,0.8365,0.1384,0.4654,0.4465,38.7992104392445
0.4151,0.7296,0.0943,0.6415,0.0126,0.4528,0.805,0.5409,57.4630898786866
0.9182,0.327,0.6226,0.5157,0.9623,0.3962,0.5409,0.195,137.933103706377
0.3899,0.6541,0.2704,0.5597,0.1572,0,0.6415,0.6918,67.9290790677938
0.9119,0.6038,0.9245,0.1447,0.6101,0.5849,0.9874,0.4277,95.0284364240417
0.2138,0.5912,0.4843,0.0314,0.3836,0.4403,0.6038,0.9371,31.3915483205819
0.3396,0.1509,0.3522,0.8365,0.2893,0.3899,0.044,0.9937,79.5497870884885
0.3208,0.2013,0.5723,0.0126,0.434,0.7799,0.6289,0.1069,28.6186262875107
0.761,0.4969,0.4654,0.6792,0.6981,0.0818,0.2704,0.9182,167.112147570383
0.6855,0.1006,0.1447,0.4465,0.8553,0.5723,0.1761,0.0755,99.238686797478
0.1447,0.4025,0.9811,0.5723,0.2327,0.6604,0.7233,0.7358,27.3615563893184
0.2201,0.1824,0.0692,0.6918,0.9686,0.0189,0.478,0.805,50.4527058471687
0.0252,0.7799,0.3333,0.1384,0.1635,0.5849,0.4088,0.1132,15.3142595922733
0.2013,0.2138,0.6415,0.4214,0.3648,0.0881,0,0.4088,48.7734278935405
0.7044,0.1761,0.4969,0.0881,0.5031,0.5031,0.7925,0.0063,68.6860190689018
0.0818,0.2893,0.1195,0.1132,0.2138,0.2704,0.3019,0.5094,24.4790826363892
0.5409,0.9937,0.9182,0.4151,0.2893,0.7358,0.8994,0.5723,58.2114329500453
0.1258,0.1698,0.8428,0.2013,0.761,0.7233,0.1258,0.3711,25.0163392415943
0.522,0.4214,0.3774,0.5157,0.9497,0.1887,0.5031,0.0252,76.0763070688239
0.2264,0.2642,0.7233,0.3019,0.327,0.6038,0.2579,0.1447,33.7338782711474
0.9497,0.2453,0.8113,0.0503,0.6478,0.6352,0.3962,0.9119,126.812453082978
0.9308,0.8176,0.2138,0.9245,0.7358,0.7862,0.7862,0.5597,138.792888601684
0.2767,0.1258,0.3396,0.9182,0.239,0.4591,0.0189,0.4591,62.5544010446882
0.566,0.9497,0.5157,0.8868,0.2264,0.3522,0.3648,0.0881,95.2169458174226
0.9371,0.6038,0.522,0.761,0.3396,0.5597,0.044,0.956,209.358957754875
0.1132,0.044,0.6352,0.283,0.6855,0.5786,0.805,0.6415,21.5219843232515
0.1635,0.0189,0.8931,0.8616,0.3459,0.8994,0.5346,0.7736,32.056333056848
0.9686,0.3962,0.4906,0.2767,0.4025,0.1132,0.9623,0.5409,138.22137433033
0.2893,0.3333,0.9937,0.1887,0.5723,0.3836,0.3836,0.2579,40.6037218218031
0.0189,0.1384,0.7484,0.7799,0.3836,0.2013,0.2138,0.8868,28.8798165991777
0.4151,0.2516,0.9497,0.7233,0.8428,0.044,0.8616,0.4717,66.2001986012309
0.6604,0.0252,0.0755,0.3648,0.4214,0.3082,0.7044,0.9434,98.2544614636315
0.2579,0.3836,0.1258,0.5975,0.0189,0.7296,0.434,0.9497,43.1071914964761
0.7421,0.2201,0.1572,0.8931,0.6164,0.8302,0.717,0.5283,103.687291107982
0.2956,0,0.434,0.4088,0.1824,0.1761,0.239,0.6667,56.8933972915685
0.1321,0.7044,0.0818,0.0692,0.3208,0.8239,0.8491,0.0629,15.6464661591523
0.5346,0.239,0.4528,0.1635,0.4528,0.2516,0.0314,0.7296,93.9218779912973
0.1509,0.6352,0.2579,0.6855,0.5094,0.3145,0.0063,0.3208,41.7179158794281
0.5535,0.0755,0.1132,0.6352,0.5849,0.1069,0.0818,0.7862,121.610470670074
0.9874,0.3145,0.3585,0.0252,0.8679,0.1447,0.7107,0.3648,133.367275945827
0.3774,0.0818,0.5031,0.8176,0.7233,0.6792,0.6478,0.4969,54.5619119537776
0.8176,0.2579,0.4151,0.9937,0.2642,0.7987,0.1824,0.8113,160.699511781977
0.2453,0.956,0.3145,0.6604,0.9182,0.522,0.8239,0.3962,36.1977819307808
0.1887,0.3019,0.5094,0.522,0,0.4277,0.1509,0.2264,38.4304260971902
0.0314,0.9371,0.4717,0.6164,0.3145,0.3019,0.1321,0.6289,27.2900927773027
0.8302,0.327,0.0503,0.6101,0.6918,0.9057,0.0252,0.1698,126.399220007054
0.1761,0.7484,0,0.6667,0.1006,0.6289,0.2013,0.5849,38.0572909749018
0.0566,0.1509,0.8994,0.3082,0.0629,0.3585,0.7358,0.9748,21.5825393642109
0.4214,0.5786,0.8616,0.2893,0.9434,0.7673,0.0126,0.8805,64.5499680176672
0.7233,0.9811,0.3899,0.8491,0.7673,0.6101,0.9811,0.434,96.3910929615428
0.4969,0.8113,0.9686,0.2579,0.7799,0.4906,0.1698,0.9371,79.702498513368
0.5597,0.3459,0.2327,0.4717,0.0755,0.0063,0.6792,0.4277,87.129662424202
0.3522,0.7421,0.9748,0.3459,0.9811,0.1321,0.283,0.2013,57.8072192169007
0.6981,0.5975,1,0.9623,0.6667,0.195,0.6541,0.7107,131.372660725289
0.195,0.566,0.195,0.1761,0.2013,0.8742,0.956,0.0314,18.7132836953675
0.7358,0.4277,0.5597,0.2453,0.8742,0.7107,0.327,0.195,88.0559391503671
0.8742,0.7736,0.7987,0.3774,0.2201,0.0692,0.7987,0.2516,127.457550311907
0.8679,0.9057,0.0126,0.5472,0.3585,0.1698,0.3899,0.5157,159.861325735143
0.6792,0.9623,0.8742,0.5786,0.5597,0.9371,0.2642,0.2956,88.6536457345729
0.7673,0.5912,0.0314,0.8113,0.7862,0.2579,0.8113,0.1195,114.85705508036
0.5031,0.2767,0.0063,0.8428,0.5472,0.761,0.7673,0.2075,62.7790819729137
0.4906,0.0629,0.6855,0.956,0.3019,0,0.4025,0.3396,97.7913382757308
0.5975,0.0503,0.2516,0.0314,0.2075,0.7044,0.1572,0.8428,76.0855849056333
0.5472,0.5346,0.805,0.2327,0.9057,0.3208,0.2327,0.4843,83.5951090655954
0.3648,0.9874,0.2201,0.2264,0.478,0.0755,0.4214,0.1509,54.1480791932527
0.0629,0.5849,0.4214,0.7107,0.4277,0.478,0.3711,0.6038,26.5855895639003
0.3082,0.9748,0.6792,0.0629,0.8176,0.4403,0.2075,0.7233,46.2915737148059
0.1006,0.434,0.4403,0.8805,0.0818,0.5157,0.0943,0.2453,33.4148773143635
0.6101,0.6792,0.3522,0.4277,0.4906,0.7925,0.3459,0.9245,85.5240077489259
0.3145,0.4591,0.239,0.6226,0.9371,0.5975,0.9057,0.5031,41.0186265925669
0.4465,0.3711,0.4591,0.434,0.9748,0.8805,0.7421,0.1258,43.7593689530527
0.7107,0.0063,0.7547,0.6478,0.0503,0.7736,0.3774,0.4654,102.637150540181
0.7296,0.5283,0.956,0,0.3333,0.4214,0.4403,0.6604,93.1628953646675
0.7484,0.3396,0.3208,0.0755,0.3774,0.2893,0.9245,0.7925,90.8850552049694
0.6352,0.3082,0.8553,0.7484,0.7107,0.2327,0.4151,0.761,120.584310928361
0.0063,0.0943,0.044,0.239,0.5283,0.805,0.5094,0.5975,14.1893194133429
0.3585,0.3208,0.5535,0.9686,0.195,0.6164,0.8302,0.9811,57.9987666916136
0.7736,0.8994,0.1006,0.2516,0.2453,0.8868,0.6352,0.6792,82.8614931382342
0.4088,0.6918,0.7925,0.1572,0.0126,0.5094,0.6981,0.7987,49.0539963139472
0.6415,0.6164,0.9308,0.5346,0.1887,0.8113,0.5786,0.3899,77.3184851682543
0.9245,0.4528,0.0252,0.4528,0.1698,0.3711,0.6415,0.7799,147.451970386327
0.5723,0.4906,0.9874,0.0566,0.4717,0.566,0.5472,0.5346,63.5088519348181
0.6289,0.7862,0.0377,0.9748,0.4403,0.4088,0.1195,0.478,130.491126563646
0.1698,0.8679,0.3962,0.9497,0.8868,0.3774,0.7736,0.9057,38.4506099339508
0.478,0.5031,0.8491,0.478,0.3711,0.8428,0.8176,0.1887,47.9241853522629
0.1069,0.6667,0.3082,0.5849,0.8239,0.3459,0.6226,0.566,27.8086086500992
0.4843,0.9434,0.2013,0.3711,0.0063,0.5912,0.6164,0.7484,62.447716815006
0.0503,0.7358,0.566,0.566,0.6604,0.8616,0.0629,0.4465,22.6629588363022
0.9748,0.8616,0.5975,0.1824,0.1132,0.8176,0.2516,0.7547,130.948398918335
0.5912,0.8553,0.0943,0.7296,0.6415,0.4528,0.9182,0.1384,74.7876144026818
0.6541,0.1887,0.8176,0.9119,0.1069,0.1635,0.9434,0.1635,97.8086304062442
0.8491,0.0566,0.9623,0.7673,0.8931,0.8679,0.6855,0.2767,109.912380407051
0.0755,0.7925,0.7044,0.5283,0.8994,0.7547,0.9748,0.7673,18.9103698716392
0.0881,0.4717,0.7862,0.9434,0.3962,0.6981,0.4654,0.1321,25.4528100838345
0.6164,0.5723,0.5849,0.8553,0.0314,0.1195,0.1887,0.3019,125.793407858723
0.717,0.7547,0.2264,0.5031,0.283,0.9811,0.1006,0.8742,107.017719836578
0.2516,0.805,0.8805,0.0818,0.1447,0.1006,0.673,0.6164,38.0751509637467
0.0126,0.4465,0.1384,0.3333,0.717,0.9434,0.3585,0.4025,14.5272517441537
0.7862,0.1572,0.3648,0.717,0.3082,0.6541,0.5597,0.2327,110.892680499709
0.0377,0.522,0.6164,0.8994,0.8491,0.6415,0.5912,0.8176,23.3627720729861
0.5094,0.8868,0.4843,0.7736,0.0566,0.9937,0.4591,0.3774,64.9392498278978
0.239,0.5472,0.4025,0.3836,0.5409,0.9686,0.0566,0.522,35.8812140690056
0.9057,1,0.6101,0.5094,0.5912,0.4843,0.7484,0.3522,124.433578824295
0.8239,0.4843,0.2704,0.2075,0.9874,0.4654,0.6604,1,114.470329818049
0.8616,0.1195,0.6981,0.2642,0.0252,0.9748,0.8868,0.1006,73.6087015137832
0.2642,0.673,0.478,1,0.6038,0.6478,0.8805,0.1824,38.6546528674502
0.4277,0.2956,0.1824,0.6541,0.3899,1,0.5723,0.6478,52.3290420554216
0.327,0.7987,0.7673,0.4403,0.673,0.2642,0.522,0.3585,50.1922033647538
0.673,0.3522,0.6478,0.1447,0.7925,0.8491,0.4717,0.8931,75.285185256715
1,0.6226,0.1069,0.4906,0.4591,0.6855,0.2264,0.2642,155.652593973914
0.9937,0.9308,0.8302,0.327,0.5157,0.4025,0.8742,0.8239,141.049240838923
0.4591,0.1069,0.2767,0.1321,0.6541,0.1572,0.1132,0.2704,72.8850174311744
0.7799,0.3774,0.9119,0.9371,0.5346,0.5535,0.2201,0.044,137.248608987748
0.2138,0.4654,0.9371,0.1258,0.044,0.2201,0.8365,0.8553,32.8162383058027
0.9182,0.3585,0.761,0.8679,0.4654,0.956,0.8428,0.673,124.451440152544
0.8868,0.478,0.1698,0.7987,0.522,0.0252,0.1447,0.717,217.383442672782
0.5283,0.6541,0.6226,0.0377,0.7547,0.9623,0.3082,0.9937,55.0279294182744
0.0692,0.8805,0.2453,0.3396,0.5786,0.2264,0.566,0.0818,21.5418486762027
0.434,0.9245,0.0566,0.0063,0.1384,0.6667,0.2767,0.4214,48.4930636508648
0.1195,0.9686,0.1635,0.7421,0.2516,0.1258,0.5157,0.9308,36.9397087907201
0.9623,0.6855,0.717,0.9057,0.9623,0.283,0.1635,0.4151,215.457714304739
0.3396,0.1132,0.9245,0.8365,0.6101,0.327,0.3333,0.7421,68.0765100402095
0.805,0.7673,0.6918,0.8302,0.4969,0.1824,0.6038,0.9686,160.018429811987
0.6226,0.2327,0.5346,0.673,0.805,0.9497,0.6667,0.0377,67.3468162955891
0.956,0.195,0.2642,0.3899,0.0377,0.8553,0.3208,0.6352,132.858227360747
0.8553,0.3899,0.5786,0.4025,0.7421,0.3333,0.5535,0.8679,140.284995288997
0.1572,0.5094,0.7358,0.3962,0.7987,0.5283,0.9308,0.283,23.7011270062603
0.7547,0.8491,0.673,0.3145,0.1761,0.9245,0.4969,0.4906,82.9125829466833
0.8113,0.8742,0.9434,0.4591,0.4151,0.6226,0.0692,0.327,131.702024365505
0.7925,0.0881,0.1887,0.5535,0.1195,0.4465,0.8553,0.8994,116.45229098612
0.2327,0.0692,0.5409,0.2138,0.0881,0.2767,0.761,0.6918,34.9213238269607
0.3836,0.6604,0.0189,0.3208,0.8805,0.5409,0.4528,0.7044,53.4448564189548
0.283,0.9119,0.7799,0.7044,0.8616,0.8365,0.1069,0.9874,53.5774900792744
0.3019,0.7233,0.283,0.7547,0.4088,0.9308,0.7547,0.8302,40.9479564025774
0.9119,0.1321,0.4465,0.1069,0.8302,0.7484,0.5283,0.3082,98.4821194060995
0.1824,0.4151,0.8239,0.1006,0.5975,0.9874,0.6101,0.4403,19.8343167857676
0.8805,0.0126,0.3836,0.195,0.6352,0.5346,0.2893,0.5786,128.521971888422
0.6918,0.6981,0.4088,0.2956,0.1321,0.0503,0.5975,0.3333,102.770600673272
0.3459,0.6101,0.3711,0.0943,0.0692,0.8931,0.1384,0.5472,40.0301201635781
0.7987,0.6289,0.5472,0.3522,0.6289,0.0126,0.9874,0.6226,116.673325131093
0.9811,0.7296,0.9057,0.6289,0.7484,0.4717,0.4906,0.0943,152.096372713744
0.2075,0.8931,0.3019,0.8742,0.6792,0.7421,0.2956,0,36.7758525131672
0.6478,0.4403,0.7421,0.0189,0.2579,0.0566,0.0503,0.5912,113.586129712768
0.3333,0.3648,0.0629,0.7925,0.2767,0.4969,0.9686,0.3145,44.8755293129757
0.0943,0.2264,0.2075,0.8239,0.956,0.3962,0.2453,0.3459,31.9147249355277
