"x1","x2","x3","x4","y"
0.1139241,0.2278481,0.9620253,0.6329114,0.1200076465119
0.0379747,0.556962,0.9113924,0.3670886,0.195378105865571
1,0.3924051,0.4936709,0.3037975,0.367533368067365
0.7594937,0.5949367,0.0632911,0.5189873,0.717507690447998
0.3797468,0.1265823,0.8860759,0.0506329,0.0371142820592804
0.6075949,0.5189873,0.2405063,0.7974684,0.588634027201452
0.1898734,0.8481013,0.0253165,0.443038,0.821670380698482
0.5316456,0.0379747,0.0886076,0.7088608,0.400940715590519
0.5949367,0.721519,0.6455696,0.2531646,0.435293040323624
0.4303797,0.3670886,0.3164557,0.1392405,0.297693799037599
0.835443,0.9873418,0.2531646,0.6455696,0.80306216365062
0.3924051,0.4936709,0.3797468,0.3291139,0.46008122460857
0.5063291,0.4556962,0.2025316,0.9746835,0.574837554458781
0.9873418,0.1392405,0.6962025,0.4556962,0.171797667983671
0.6962025,0.4303797,0,0.2405063,0.642499065349804
0.9240506,0.835443,0.278481,0.2658228,0.722167826079998
0.1012658,0.4683544,0.6075949,0.1265823,0.126403376575582
0.3670886,0.7468354,0.4683544,0.8101266,0.588233533063851
0.8987342,0.0886076,0.6329114,0.9240506,0.177432590893302
0.6835443,0.8607595,0.8101266,0.1012658,0.341592303358806
0.1518987,0.5822785,0.1518987,0.8481013,0.669436219714953
0.7848101,0.6962025,0.9367089,0.7468354,0.302320149613836
0.7088608,0,0.3291139,0.6075949,0.260218356857318
0.3037975,0.9113924,0.3417722,0.5316456,0.731191846432044
0.8227848,0.7974684,0.556962,0.9873418,0.56773375977697
0.3164557,0.5316456,0.7848101,0.2151899,0.199556562638914
0.0886076,0.7088608,0.2151899,0.4683544,0.681786138226072
0.6582278,0.2658228,0.5949367,0.7341772,0.26087959381549
0.5822785,0.3797468,0.7721519,0.4303797,0.228713296468583
0.4683544,0.1012658,0.1392405,0.2911392,0.369966767865721
0.6329114,0.9367089,0.164557,0.0253165,0.6411346813475
0.1265823,0.9746835,0.8227848,0.3164557,0.421497716023116
0,0.6708861,0.3544304,0.1898734,0.327509663814176
0.3544304,0.3291139,0.6835443,1,0.250218554619644
0.5696203,0.6455696,0.2911392,0.9113924,0.630475095039224
0.2531646,0.9493671,0.7088608,0.7721519,0.566247878702031
0.8860759,0.4810127,0.9746835,0.4810127,0.19348913298075
0.8481013,0.0253165,0.7974684,0.8227848,0.113212413268792
0.9746835,0.7848101,0.1772152,0.164557,0.734102393756477
0.9113924,0.3544304,0.0379747,0.7848101,0.609973926128376
0.9620253,0.5443038,0.5696203,0.5822785,0.414950742076456
0.7468354,0.2025316,0.721519,0.1518987,0.149697741102556
0.6708861,0.5696203,0.4177215,0.9620253,0.517113533882445
0.4050633,0.8860759,0.1012658,0.9367089,0.821241927079065
0.721519,0.7594937,0.8734177,0.4050633,0.361170299677527
0.8101266,0.5063291,0.6708861,0.0379747,0.224809520650839
0.5189873,0.6075949,0.5063291,0.0886076,0.30212231185617
0.4810127,0.8227848,0.9873418,0.835443,0.340370903644788
0.2151899,0.0632911,0.2278481,0.1139241,0.134888997394176
0.8607595,0.2531646,0.1139241,0.2025316,0.484155402123291
0.1772152,0.3417722,0.5443038,0.0126582,0.0679814328380926
0.7341772,0.9620253,0.5189873,0.8860759,0.676616102622281
0.0632911,0.8101266,0.4050633,0.721519,0.65425638224569
0.0506329,0.278481,0.7594937,0.8987342,0.199106218658369
0.443038,1,0.6202532,0.4936709,0.637653155630833
0.5443038,0.9240506,0.9240506,0.1772152,0.339398260036774
0.4556962,0.6835443,0.7468354,0,0.141250252621872
0.0126582,0.8734177,0.6582278,0.6708861,0.547921106626304
0.0253165,0.4050633,0.1265823,0.556962,0.577155109214515
0.4177215,0.1772152,0.5316456,0.6835443,0.248906144549778
0.0759494,0.0506329,0.4810127,0.2278481,0.108666455723084
0.6202532,0.164557,0.0506329,0.3417722,0.481171140062314
0.2911392,0.4177215,0.8987342,0.8734177,0.199353677095201
0.3417722,0.6582278,0.0126582,0.6202532,0.766910511106151
0.4936709,0.3037975,0.8607595,0.5949367,0.171545691131936
0.1392405,0.1139241,0.3037975,0.7594937,0.325980866105289
0.2405063,0.6202532,1,0.278481,0.1766119217807
0.9493671,0.2911392,0.3924051,0.0632911,0.302286420551864
0.2658228,0.7341772,0.0759494,0.0759494,0.479558429954431
0.556962,0.2151899,0.4303797,0.5063291,0.310934434258003
0.7721519,0.3164557,0.1898734,0.3544304,0.494078792175395
0.9367089,0.6329114,0.835443,0.6962025,0.321040692163097
0.7974684,0.1518987,0.3670886,0.8607595,0.315033334696957
0.3291139,0.2405063,0.2658228,0.4177215,0.399248354689978
0.278481,0.5822785,0.0126582,0.3797468,0.712420056071638
0.2025316,0.8481013,0.1898734,0.9493671,0.774285615252595
0.8734177,0.4556962,0.8987342,0.3924051,0.210617987538976
0.164557,0.7341772,0.7721519,0.5696203,0.401334955213275
0.2278481,0.443038,0.443038,0.6582278,0.42667324757603
0.6455696,0.9493671,0.0759494,0.5443038,0.847829155783316
0.1139241,0.9620253,0.2278481,0.6329114,0.800032431473431
0.0379747,0.9113924,0.556962,0.3670886,0.553625737988657
1,0.4936709,0.3924051,0.3037975,0.480872357495214
0.7594937,0.0632911,0.5949367,0.5189873,0.180097026613885
0.3797468,0.8860759,0.1265823,0.0506329,0.556744846505625
0.6075949,0.2405063,0.5189873,0.7974684,0.284157510861116
0.1898734,0.0253165,0.8481013,0.443038,0.0945640568786674
0.5316456,0.0886076,0.0379747,0.7088608,0.458006860117597
0.5949367,0.6455696,0.721519,0.2531646,0.352087716391032
0.4303797,0.3164557,0.3670886,0.1392405,0.251452971814949
0.835443,0.2531646,0.9873418,0.6455696,0.12204458667717
0.3924051,0.3797468,0.4936709,0.3291139,0.335264747692025
0.5063291,0.2025316,0.4556962,0.9746835,0.296482835943554
0.9873418,0.6962025,0.1392405,0.4556962,0.729334050369859
0.6962025,0,0.4303797,0.2405063,0.19859094078876
0.9240506,0.278481,0.835443,0.2658228,0.166786281368584
0.1012658,0.6075949,0.4683544,0.1265823,0.215108208519114
0.3670886,0.4683544,0.7468354,0.8101266,0.283863064342288
0.8987342,0.6329114,0.0886076,0.9240506,0.725558047256203
0.6835443,0.8101266,0.8607595,0.1012658,0.291297075602275
0.1518987,0.1518987,0.5822785,0.8481013,0.218238196088152
0.7848101,0.9367089,0.6962025,0.7468354,0.567271703393513
0.7088608,0.3291139,0,0.6075949,0.615552230012094
0.3037975,0.3417722,0.9113924,0.5316456,0.165040843134031
0.8227848,0.556962,0.7974684,0.9873418,0.302681954743404
0.3164557,0.7848101,0.5316456,0.2151899,0.444076801847318
0.0886076,0.2151899,0.7088608,0.4683544,0.18084666956423
0.6582278,0.5949367,0.2658228,0.7341772,0.616312055863797
0.5822785,0.7721519,0.3797468,0.4303797,0.64356973328001
0.4683544,0.1392405,0.1012658,0.2911392,0.411546587140502
0.6329114,0.164557,0.9367089,0.0253165,0.0489852411867978
0.1265823,0.8227848,0.9746835,0.3164557,0.265925400240756
0,0.3544304,0.6708861,0.1898734,0.102308002502964
0.3544304,0.6835443,0.3291139,1,0.630494995520438
0.5696203,0.2911392,0.6455696,0.9113924,0.250193391255158
0.2531646,0.7088608,0.9493671,0.7721519,0.301446536615288
0.8860759,0.9746835,0.4810127,0.4810127,0.699444289932538
0.8481013,0.7974684,0.0253165,0.8227848,0.816980317123908
0.9746835,0.1772152,0.7848101,0.164557,0.144147655737392
0.9113924,0.0379747,0.3544304,0.7848101,0.266972024679931
0.9620253,0.5696203,0.5443038,0.5822785,0.443498154178645
0.7468354,0.721519,0.2025316,0.1518987,0.657321169563528
0.6708861,0.4177215,0.5696203,0.9620253,0.347305744557238
0.4050633,0.1012658,0.8860759,0.9367089,0.110323862918262
0.721519,0.8734177,0.7594937,0.4050633,0.488525564305342
0.8101266,0.6708861,0.5063291,0.0379747,0.381993347060806
0.5189873,0.5063291,0.6075949,0.0886076,0.213725865022864
0.4810127,0.9873418,0.8227848,0.835443,0.523909817012023
0.2151899,0.2278481,0.0632911,0.1139241,0.2486043473745
0.8607595,0.1139241,0.2531646,0.2025316,0.330819751340193
0.1772152,0.5443038,0.3417722,0.0126582,0.155580883711734
0.7341772,0.5189873,0.9620253,0.8860759,0.2140137040693
0.0632911,0.4050633,0.8101266,0.721519,0.226725082617106
0.0506329,0.7594937,0.278481,0.8987342,0.694775557771669
0.443038,0.6202532,1,0.4936709,0.234592988199706
0.5443038,0.9240506,0.9240506,0.1772152,0.339398260036774
0.4556962,0.7468354,0.6835443,0,0.18028049879164
0.0126582,0.6582278,0.8734177,0.6708861,0.310397688628616
0.0253165,0.1265823,0.4050633,0.556962,0.274640283040769
0.4177215,0.5316456,0.1772152,0.6835443,0.628899856946876
0.0759494,0.4810127,0.0506329,0.2278481,0.467804481483112
0.6202532,0.0506329,0.164557,0.3417722,0.354351981527777
0.2911392,0.8987342,0.4177215,0.8734177,0.69503863561019
0.3417722,0.0126582,0.6582278,0.6202532,0.144152276463923
0.4936709,0.8607595,0.3037975,0.5949367,0.728904458586179
0.1392405,0.3037975,0.1139241,0.7594937,0.536916314980306
0.2405063,1,0.6202532,0.278481,0.551663657804018
0.9493671,0.3924051,0.2911392,0.0632911,0.408416943754067
0.2658228,0.0759494,0.7341772,0.0759494,0.0431290966851397
0.556962,0.4303797,0.2151899,0.5063291,0.548625903989548
0.7721519,0.1898734,0.3164557,0.3544304,0.352840050381563
0.9367089,0.835443,0.6329114,0.6962025,0.545701467560396
0.7974684,0.3670886,0.1518987,0.8607595,0.55335006728827
0.3291139,0.2658228,0.2405063,0.4177215,0.427508597591811
0.5822785,0.3797468,0.0126582,0.278481,0.608355183892918
0.8481013,0.9493671,0.1898734,0.2025316,0.79586598245853
0.4556962,0.3924051,0.8987342,0.8734177,0.190363900795082
0.7341772,0.5696203,0.7721519,0.164557,0.271478717068255
0.443038,0.6582278,0.443038,0.2278481,0.470268325721337
0.9493671,0.5443038,0.0759494,0.6455696,0.688870820785287
0.9620253,0.6329114,0.2278481,0.1139241,0.614401121577798
0.9113924,0.3670886,0.556962,0.0379747,0.237753830543957
0.4936709,0.3037975,0.3924051,1,0.381034550881414
0.0632911,0.5189873,0.5949367,0.7594937,0.385498859914502
0.8860759,0.0506329,0.1265823,0.3797468,0.382931352208006
0.2405063,0.7974684,0.5189873,0.6075949,0.584162445398957
0.0253165,0.443038,0.8481013,0.1898734,0.0889919118212188
0.0886076,0.7088608,0.0379747,0.5316456,0.770761006946084
0.6455696,0.2531646,0.721519,0.5949367,0.203046246449829
0.3164557,0.1392405,0.3670886,0.4303797,0.295369736215602
0.2531646,0.6455696,0.9873418,0.835443,0.255199675667471
0.3797468,0.3291139,0.4936709,0.3924051,0.324068156071699
0.2025316,0.9746835,0.4556962,0.5063291,0.704274431574972
0.6962025,0.4556962,0.1392405,0.9873418,0.610097682762684
0,0.2405063,0.4303797,0.6962025,0.32367943590077
0.278481,0.2658228,0.835443,0.9240506,0.168895496082843
0.6075949,0.1265823,0.4683544,0.1012658,0.158843174785859
0.4683544,0.8101266,0.7468354,0.3670886,0.44833980329043
0.6329114,0.9240506,0.0886076,0.8987342,0.837761604848152
0.8101266,0.1012658,0.8607595,0.6835443,0.115968383694657
0.1518987,0.8481013,0.5822785,0.1518987,0.318247358827713
0.9367089,0.7468354,0.6962025,0.7848101,0.45876596990728
0.3291139,0.6075949,0,0.7088608,0.752159833987243
0.3417722,0.5316456,0.9113924,0.3037975,0.201875914625444
0.556962,0.9873418,0.7974684,0.8227848,0.538470286764003
0.7848101,0.2151899,0.5316456,0.3164557,0.258484804467879
0.2151899,0.4683544,0.7088608,0.0886076,0.103003586235982
0.5949367,0.7341772,0.2658228,0.6582278,0.688104000238901
0.7721519,0.4303797,0.3797468,0.5822785,0.457327495995091
0.1392405,0.2911392,0.1012658,0.4683544,0.519348282541939
0.164557,0.0253165,0.9367089,0.6329114,0.0833997030979497
0.8227848,0.3164557,0.9746835,0.1265823,0.113519337368618
0.3544304,0.1898734,0.6708861,0,0.0488752399105611
0.6835443,1,0.3291139,0.3544304,0.772139655240859
0.2911392,0.9113924,0.6455696,0.5696203,0.576270029905076
0.7088608,0.7721519,0.9493671,0.2531646,0.312048646960195
0.9746835,0.4810127,0.4810127,0.8860759,0.430183486914724
0.7974684,0.8227848,0.0253165,0.8481013,0.825542500387837
0.1772152,0.164557,0.7848101,0.9746835,0.153190008611395
0.0379747,0.7848101,0.3544304,0.9113924,0.669554653378849
0.5696203,0.5822785,0.5443038,0.9620253,0.45164501798096
0.721519,0.1518987,0.2025316,0.7468354,0.401494792059017
0.4177215,0.9620253,0.5696203,0.6708861,0.648813064069117
0.1012658,0.9367089,0.8860759,0.4050633,0.415704085113041
0.8734177,0.4050633,0.7594937,0.721519,0.250013218307547
0.6708861,0.0379747,0.5063291,0.8101266,0.204172350024217
0.5063291,0.0886076,0.6075949,0.5189873,0.183078719845524
0.9873418,0.835443,0.8227848,0.4810127,0.435285817735086
0.2278481,0.1139241,0.0632911,0.2151899,0.304103870904432
0.1139241,0.2025316,0.2531646,0.8607595,0.40094005802268
0.5443038,0.0126582,0.3417722,0.1772152,0.193156061197167
0.5189873,0.8860759,0.9620253,0.7341772,0.387025431347823
0.4050633,0.721519,0.8101266,0.0632911,0.168187681775332
0.7594937,0.8987342,0.278481,0.0506329,0.634184160617444
0.6202532,0.4936709,1,0.443038,0.186628866650611
0.9240506,0.1772152,0.9240506,0.5443038,0.118662539967738
0.7468354,0,0.6835443,0.4556962,0.133319519910993
0.6582278,0.6708861,0.8734177,0.0126582,0.157089874508149
0.1265823,0.556962,0.4050633,0.0253165,0.137924359453692
0.5316456,0.6835443,0.1772152,0.4177215,0.699670979725864
0.4810127,0.2278481,0.0506329,0.0759494,0.309617247181864
0.0506329,0.3417722,0.164557,0.6202532,0.524633354126179
0.8987342,0.8734177,0.4177215,0.2911392,0.674305275971931
0.0126582,0.6202532,0.6582278,0.3417722,0.310277937141825
0.8607595,0.5949367,0.3037975,0.4936709,0.593612080887063
0.3037975,0.7594937,0.1139241,0.1392405,0.576338707926397
1,0.278481,0.6202532,0.2405063,0.24718915585743
0.3924051,0.0632911,0.2911392,0.9493671,0.308730337333236
0.0759494,0.0759494,0.7341772,0.2658228,0.079732689271605
0.4303797,0.5063291,0.2151899,0.556962,0.591710527572511
0.1898734,0.3544304,0.3164557,0.7721519,0.450076047377736
0.835443,0.6962025,0.6329114,0.9367089,0.466179263425754
0.3670886,0.8607595,0.1518987,0.7974684,0.793675673449407
0.2658228,0.4177215,0.2405063,0.3291139,0.476158163671355
0.0126582,0.278481,0.5822785,0.3797468,0.216047316113579
0.1898734,0.2025316,0.8481013,0.9493671,0.145768352464864
0.8987342,0.8734177,0.4556962,0.3924051,0.659490884828109
0.7721519,0.164557,0.7341772,0.5696203,0.168069623156649
0.443038,0.2278481,0.443038,0.6582278,0.313263979032936
0.0759494,0.6455696,0.9493671,0.5443038,0.263560070798353
0.2278481,0.1139241,0.9620253,0.6329114,0.0954562074325509
0.556962,0.0379747,0.9113924,0.3670886,0.0874989440325435
0.3924051,1,0.4936709,0.3037975,0.668208869854855
0.5949367,0.7594937,0.0632911,0.5189873,0.786770118066002
0.1265823,0.3797468,0.8860759,0.0506329,0.0400803968584116
0.5189873,0.6075949,0.2405063,0.7974684,0.636849853246258
0.8481013,0.1898734,0.0253165,0.443038,0.520788207024646
0.0379747,0.5316456,0.0886076,0.7088608,0.673350384431954
0.721519,0.5949367,0.6455696,0.2531646,0.378662598760972
0.3670886,0.4303797,0.3164557,0.1392405,0.307521207476046
0.9873418,0.835443,0.2531646,0.6455696,0.742132215029411
0.4936709,0.3924051,0.3797468,0.3291139,0.413417016049974
0.4556962,0.5063291,0.2025316,0.9746835,0.603014140115624
0.1392405,0.9873418,0.6962025,0.4556962,0.57444302264168
0.4303797,0.6962025,0,0.2405063,0.733468577921523
0.835443,0.9240506,0.278481,0.2658228,0.758794584421843
0.4683544,0.1012658,0.6075949,0.1265823,0.105602700140368
0.7468354,0.3670886,0.4683544,0.8101266,0.373975255913807
0.0886076,0.8987342,0.6329114,0.9240506,0.581266743893979
0.8607595,0.6835443,0.8101266,0.1012658,0.295833825228581
0.5822785,0.1518987,0.1518987,0.8481013,0.430019012428627
0.6962025,0.7848101,0.9367089,0.7468354,0.346857172687782
0,0.7088608,0.3291139,0.6075949,0.635924855452377
0.9113924,0.3037975,0.3417722,0.5316456,0.407283723788421
0.7974684,0.8227848,0.556962,0.9873418,0.581969416472387
0.5316456,0.3164557,0.7848101,0.2151899,0.162137741767693
0.7088608,0.0886076,0.2151899,0.4683544,0.356690025772974
0.2658228,0.6582278,0.5949367,0.7341772,0.464302053274113
0.3797468,0.5822785,0.7721519,0.4303797,0.316283596415279
0.1012658,0.4683544,0.1392405,0.2911392,0.490487248782712
0.9367089,0.6329114,0.164557,0.0253165,0.582501961894781
0.9746835,0.1265823,0.8227848,0.3164557,0.128892358162496
0.6708861,0,0.3544304,0.1898734,0.209196007892903
0.3291139,0.3544304,0.6835443,1,0.261295057576191
0.6455696,0.5696203,0.2911392,0.9113924,0.588953862283789
0.9493671,0.2531646,0.7088608,0.7721519,0.209042893629466
0.4810127,0.8860759,0.9746835,0.4810127,0.374552203787771
0.0253165,0.8481013,0.7974684,0.8227848,0.457175053962713
0.7848101,0.9746835,0.1772152,0.164557,0.794611264632217
