"x1","x2","x3","x4","x5","x6","x7","x8","y"
0.6076,0.3165,0.1899,0.4177,0.9873,0.8608,0.5063,0.9367,77.0163735566511
0.8228,0,0.3038,0.4304,0.519,0.6835,0.5823,0.1013,99.0110955295071
0.557,0.0633,0.2025,0.2658,0.038,0.2025,0.1013,0.2658,91.9231975070747
0.9494,0.4557,0.3291,0.6709,0.9114,0.1392,0.1899,0.8987,222.690035557028
0.3671,0.3544,0.0886,0.9494,0.6076,0.7848,0.038,0.1899,65.5590105820004
0.8987,0.519,0.2658,0.1392,0.7975,0.0253,0.0633,0.4937,174.78294219907
1,0.5949,0.4684,0.4051,0.6709,0.3924,0.2405,0.3418,172.12334758546
0.7722,0.0253,0.7848,0.1899,0.2025,0.1266,0.3291,0.4051,123.588325595854
0.9747,0.2911,0.8987,0.1646,0.481,0.2532,0.6835,1,151.271386744961
0.1266,0.8987,0.9873,0.3418,0.6329,0.1772,0.7848,0.9241,29.0421051623625
0.6456,0.8101,0.8861,0.3544,0.7722,0.4304,0.6203,0.1392,79.7377728066205
0.7215,0.8861,0.7215,0.0759,0.2658,0.3418,0.1519,0.2152,102.579374434656
0.5443,0.8228,0.481,0.1139,0.3924,0.1139,0.8861,0.8354,71.3978421554739
0.6709,0.1772,0.3671,0.0127,0.6962,0.962,0.0759,0.8101,75.2869574025648
0.8354,0.557,0.5316,0.6203,0.1013,0.519,0.0253,0.9494,175.179568189852
0.2532,0.4684,0.4051,0.5063,0.4304,0.7215,0,0.0253,41.5080993199286
0.5696,0.5823,0.0127,0.5443,0.2785,1,0.6582,0.4684,61.4066459011688
0.2785,0.4051,0.0253,0.443,0.0633,0.2658,0.3165,0.8228,52.9838653519835
0.8481,0.4177,0.9367,0.0633,0.7342,0.7595,0.7342,0.3291,80.8213616988742
0.5316,0.1392,0.7722,0.6835,0.6203,0.4937,0.7089,0.7595,79.027821668379
0.8608,0.7722,0.7595,0.962,0.3165,0.9367,0.481,0.8861,142.962857476979
0.9114,0.2152,0.0506,0.8861,0.3671,0.7468,0.1646,0.7848,180.922534783443
0.0506,0.6962,0.1646,0.4937,0.3291,0.1519,0.7215,0.1646,21.0960482979884
0.7975,0.6329,0.962,0.6962,0.443,0.0506,0.1139,0.6203,182.018677983495
0.7848,0.8608,0.443,0.8354,0.5823,0.9114,0.6709,0.2785,101.121516718078
0.1646,0.7975,0.6329,0.0253,0.1266,0.2152,0.3924,0.481,30.0869488001925
0.7089,0.3418,0.2405,0.2025,0.1392,0.5949,0.7595,0.7215,81.7826706203001
0.8734,0.2532,0.1266,0.3291,0.4177,0.481,0.9873,0.443,103.363827289227
0.3797,0.9873,0.6709,0.7342,0.962,0.7342,0.6329,0.4177,51.3305634429069
0.038,0.1646,0.0633,0.2911,0.8228,0.3544,0.8987,0.3924,16.9314704690148
0.2152,0.2025,0.519,0.2152,0.9367,0.9241,0.2532,0.5063,28.5476916841296
0.7342,0.6835,0.038,0.1266,0.6835,0.5316,0.5443,0.0127,79.595932450091
0.4937,0.0127,0.4937,0.9747,0.8861,0.443,0.7468,0.6329,79.9735224652913
0.1013,0.7215,0.5696,0.1772,0.7595,0.6962,0.1266,0.8734,25.5007796325038
0.1899,0.6203,0.3544,0.2785,0.1646,0.7975,0.6962,0.8608,26.3876826690156
0.6203,0.962,0.5063,0.8481,0.2152,0.6203,0.962,0.0759,75.0974779588048
0.3291,0.1899,0.9747,0.1519,0.2911,0.6456,0.4557,0.2911,37.8742115921997
0.4177,0.8734,0.2278,0.9114,0.7468,0.8354,0.3544,0.0506,59.5773590341562
0.8861,0.9494,0.3924,0.2278,0.8608,0.2405,0.5316,0.1772,124.78698952524
0.3165,0.0759,0.6203,0.6582,0.8101,0.9873,0.7722,0.038,33.5148869883436
0.2025,1,0.5949,0.4684,0.7089,0.0633,0.4684,0.2405,39.3307000593737
0.6329,0.443,0.6076,0.2405,0.5443,0,0.8228,0.6709,91.5446724414858
0.481,0.7595,0.9241,0.4557,0.557,0.6076,0.1772,0.4304,72.3378224096425
0.443,0.3038,0.3797,0.6329,0.3038,0.038,0.9494,0.3544,64.7029786821055
0.7468,0.481,0.6456,0.3924,0.0253,0.9494,0.9367,0.5823,73.033085051315
0.6582,0.6076,1,0.6456,0.0127,0.7089,0.3797,0.2278,91.5318816545926
0.4684,0.5443,0.1139,0.1013,0.9494,0.2911,0.443,0.0886,57.6092072866758
0.4177,0.8734,0.0886,0.4937,0.3418,0.0759,0.4557,0.0886,65.4358369737174
0.5823,0.5316,0.0506,0.4304,0.6962,0.962,0.8481,0.5949,57.9404010600008
0.7722,0.481,0.1013,0.8734,0.8481,0.6962,0.9747,0.8987,111.606303916515
0.1646,0.8228,0.2405,0.519,0.8228,0.4557,0.5696,0.7848,33.1399314636124
0.5443,0.8101,0.4937,0.2785,0.2152,0.1392,0.2025,0.4684,91.9382156709516
0.8481,0.0886,0.038,0.6456,0.5443,0.2658,0.6962,0.3544,133.930829124643
0.5063,0.9367,0.4304,0.2152,0.8734,0.0127,0.5443,0.2532,72.7288404976275
0.8228,0,0.5316,0.9241,0.7975,0.0886,0.2532,0.5063,185.519559796577
0.8734,0.7975,0.7089,0.7975,0.8608,0.9241,0.3671,0.0759,122.099739011644
0.2278,0.8608,0.5696,0.8608,0.7342,0.3418,0.7089,0.7215,44.0747825119184
0.2785,0.7468,0.7468,0.9114,0.3165,0.5949,0.557,0.6582,49.0725878290088
0.5696,0.3038,0.8481,0.0506,0.8101,0.2911,0.6456,0.9747,75.5631334890944
0.8861,0.5949,0.2658,0.3038,0.6582,0.0253,0.1139,0.6456,183.719757366963
0.6329,0.3797,0.6582,0.3671,0.4304,0,0.7722,0.9241,102.358915575937
0.6582,0.557,0.3671,1,0.7468,0.1519,0.6076,0.8481,131.567617993423
0.8987,0.3165,0.3797,0.4051,0.2911,0.519,0,0.2278,154.926215421873
0.4051,0.0506,0.9747,0.3418,0.1772,0.9367,0.5949,0.5316,42.4765361859448
0.3038,0.7848,0.1519,0.2025,0.5823,0.8101,0.1519,0.1519,37.110133754177
0.6709,0.7089,0.8354,0.8101,0.1013,0.9873,0.519,0.1899,83.5076442868407
0.3671,0.5696,0.5063,0.557,0.9494,0.4051,0.7975,0.1772,47.4718039080463
0.0127,0.7595,0.1139,0.5949,0.1392,0.2405,0.9114,0.2405,17.4576492570136
0.0886,0.8987,0.6709,0.0127,0.6835,0.5823,0.3165,0.8734,21.837145801294
0.557,0.038,0.2278,0.8354,0.4557,0.3924,0.1266,0.0506,100.264359076656
0.4684,0.5823,0.9241,0.8481,0.2785,0.2278,0.3038,1,99.5363966121609
0.9747,0.7722,0.9367,0.4177,0.9114,0.0633,0.7342,0.4051,158.03669100618
0.1899,1,0.3924,0.5696,0.557,0.6835,0.3797,0.4557,33.5556461207187
0.1013,0.3671,0.1266,0.1392,0,0.3544,0.5316,0.4937,23.0832632236142
0.0759,0.519,0.9114,0.2658,0.0759,0.5063,0.6835,0.1139,18.2558099155776
0.3797,0.7215,0.3291,0.0886,0.8354,0.1772,0.0633,0.3418,62.064039828715
0.8101,0.6076,0.7848,0.2278,0.1519,0.7595,0.7468,0.8354,91.6108126665573
0.4557,0.2532,0.7342,0.2911,0.7089,0.4304,0.9873,0.3797,49.9220710791967
0.3291,0.9873,0.6456,0.9747,0.2532,0.3038,0.962,0.5696,53.3422543002058
0.3165,0.9241,0.2785,0.6076,0.4177,0.1139,0.6582,0,48.2595148920304
0.8608,0.4177,0.3165,0.5063,0.1899,0.6076,0.9367,0.9873,116.820386867352
0.6835,0.4304,0,0.5823,0.3038,0.8228,0.1013,0.519,106.270893729189
0.2025,0.2658,0.0633,0.1013,0.2025,0.557,0.2658,0.038,28.4846798102765
0.1392,0.6709,0.4557,0.1899,0.3291,0.9494,0.8987,0.9114,18.5897648989608
0.7848,0.9494,0.3544,0.038,0.0886,0.3671,0.1899,0.6076,116.827892811657
0.0253,0.1392,0.519,0.0633,0.2658,0.8987,0.4937,0.7975,13.6418166797521
0.3924,0.4051,0.5949,0.2405,0.4684,1,0.3418,0.6709,42.7558761519171
0.1266,0.1899,0.0253,0.3291,0.7848,0.7722,0.4051,0.2025,22.2982630148846
0.2532,0.1646,0.2911,0.6835,0.8987,0.9747,1,0.481,29.4589711874936
0.1772,0.3418,0.8987,0.7848,0.9873,0.1266,0.9241,0.6329,36.4317716705426
0.4304,0.3544,0.8101,0.6203,0.8861,0.6456,0.1392,0.7722,74.8707930456746
0.3418,0.0759,0.8861,0.1519,0.7215,0.7215,0.2152,0.2658,41.3845564936371
0.1139,0.1139,0.8228,0.8861,0.481,0.5443,0.8354,0.3924,26.4024075025219
0.962,0.0127,0.1772,0.0759,0.3671,0.6709,0.8101,0.6962,105.307431643849
0.519,0.6203,0.557,0.0253,0.5316,0.8354,0.9494,0.1013,38.2013998703996
0.7215,0.5063,0.4684,0,0.4051,0.2532,0.0253,0.4304,114.674789511056
1,0.5443,0.5823,0.6582,0.0127,0.5696,0.4684,0.2785,158.316817093065
0.2658,0.443,0.4051,0.3165,0.0253,0.2785,0.8228,0.0633,34.1853156175293
0.7595,0.0633,0.4177,0.7342,0.9367,0.8481,0.3291,0.7342,120.27350393657
0.4937,0.6835,0.1392,0.7089,0.7722,0.5316,0.7595,0.6203,69.7622174251511
0.9367,0.962,0.7722,0.481,0.7595,0.8608,0.8861,0.3165,102.591237891452
0.7468,0.8861,0.2152,0.1646,0.0506,0.9114,0.7848,0.3671,66.2025660569962
0.1519,0.4937,0.6962,0.7215,0.1646,0.0506,0.1646,0.3291,43.0145151504958
0.0506,0.6962,0.6329,0.1139,0.962,0.7975,0.6203,0.443,14.5930166198481
0.9114,0.8354,0.8608,0.6709,0.443,0.7848,0.2785,0.5823,148.965365617939
0.2152,0.0253,0.7975,0.3924,0.6329,0.1646,0.481,0.1266,37.1183785675034
0.5949,0.2025,0.3418,0.7595,0.2405,0.7089,0.7215,0.1392,73.8879298043471
0.481,0.3291,0.2532,0.9873,0.1266,0.8734,0.443,0.4177,71.8045254733735
0.7342,0.7342,0.9873,0.6329,0.6709,0.3797,0.4177,0.962,134.299398788967
0.3544,0.2911,0.1646,0.8987,0.0633,0.038,0.3924,0.8228,78.0269600309829
0.9241,0.2152,0.2025,0.2532,0.519,0.2152,0.5063,0.9367,157.52333459473
0.5316,0.1266,0.6835,0.5443,0.038,0.7342,0.0127,0.6835,89.1657676300051
0.443,0.9747,0.0127,0.7468,0.4937,0.4937,0.6329,0.8861,71.2276850861898
0.6962,0.1772,0.7215,0.1266,0.5696,0.1013,0.8734,0.7595,93.7155209199022
0.7975,0.2785,0.6203,0.6962,0.3544,0.1899,0.8608,0.1646,117.398317085226
0.6203,0.8481,0.962,0.962,0.5063,0.6203,0.0759,0.2152,115.014635531244
0.6456,0.1519,0.1899,0.4557,0.9747,0.3291,0.2911,0.2911,102.371676447243
0.8354,0.9114,0.8734,0.3544,0.2278,0.4177,0.0506,0.7468,155.951220893889
0.2405,0.2278,0.9494,0.5316,0.3924,0.8861,0.1772,0.8608,40.8940697377855
0.9873,0.6582,0.0759,0.7722,0.6203,0.3165,0.038,0.8101,240.590254710619
0.0633,0.4684,1,0.4684,0.5949,0.2025,0.2405,0.7089,29.1179812733982
0,0.2405,0.443,0.8228,0.6076,0.6329,0.6709,0.5443,18.1224615309482
0.6076,0.4557,0.7595,0.1772,0.9241,0.481,0.4304,0.557,79.0816369832096
0.038,0.6329,0.3038,0.9494,0.3797,0.443,0.3544,0.3038,25.4035296030667
0.9494,0.3924,0.481,0.9367,0.6456,0.7468,0.5823,0.0253,140.244656411556
0.7089,0.6456,0.6076,0.3797,1,0.6582,0.2278,0.0127,92.7399303731962
0.2911,0.1013,0.5443,0.443,0.1139,0.4684,0.0886,0.9494,57.2732512929189
0.4557,0.0886,0.3418,0.4937,0.8734,0.4177,0.0886,0.0759,73.2560119852546
0.8481,0.0506,0.6962,0.4304,0.5316,0.5823,0.5949,0.962,126.700902393061
0.9747,0.1013,0.8481,0.8734,0.481,0.7722,0.8987,0.6962,143.420982861544
0.5696,0.2405,0.8228,0.519,0.8228,0.1646,0.7848,0.4557,82.8139324351013
0.2025,0.4937,0.2152,0.2785,0.8101,0.5443,0.4684,0.1392,29.3475041426263
0.6962,0.038,0.5443,0.6456,0.0886,0.8481,0.3544,0.2658,93.7874113485411
0.5443,0.4304,0.8734,0.2152,0.9367,0.5063,0.2532,0.0127,68.1297374348028
0.2532,0.5316,0.7975,0.9241,0,0.8228,0.5063,0.0886,38.3991617728452
0.3671,0.7089,0.8608,0.7975,0.7975,0.8734,0.0759,0.9241,67.4777109785885
0.7089,0.5696,0.7342,0.8608,0.8608,0.2278,0.7215,0.3418,116.227537807658
0.557,0.7468,0.3165,0.9114,0.7468,0.2785,0.6582,0.5949,95.7771874682866
0.6456,0.8481,0.8101,0.0506,0.3038,0.5696,0.9747,0.2911,58.7442866905001
0.1139,0.2658,0.6582,0.3038,0.5949,0.8861,0.6456,0.0253,17.4052491823005
0.7722,0.6582,0.4304,0.3671,0.3797,0.6329,0.9241,0,78.4099059466796
0.6076,0.3671,0.7468,1,0.557,0.6582,0.8481,0.1519,81.0755209642353
0,0.3797,0.2911,0.4051,0.3165,0.8987,0.2278,0.519,15.9401594158427
0.5949,0.9747,0.1772,0.3418,0.0506,0.4051,0.5316,0.9367,88.4424125147553
0.1519,0.1519,0.5823,0.2025,0.7848,0.3038,0.1519,0.8101,35.7154070722166
0.519,0.8354,0.1013,0.8101,0.7089,0.6709,0.1899,0.9873,97.4035439778806
0.7975,0.5063,0.9494,0.557,0.5696,0.3671,0.1772,0.4051,144.35379088819
0.9114,0.1139,0.1392,0.5949,0.7595,0.0127,0.2405,0.2405,184.779233372717
0.3165,0.6709,0.6835,0.0127,0.8987,0.0886,0.8734,0.5823,40.583756350463
0.1266,0.2278,0.4557,0.8354,0.038,0.557,0.0506,0.3924,37.0936429056498
0.3038,0.9241,0.2785,0.8481,0.5823,0.4684,1,0.2278,41.8595211452004
0.7342,0.9367,0.9114,0.4177,0.7722,0.9747,0.4051,0.0633,78.6889649558454
0.3797,0.3924,0.557,0.5696,1,0.1899,0.4557,0.6835,67.1159753597494
0.5316,0.1266,0,0.1392,0.3671,0.1013,0.4937,0.3544,74.5634691710345
0.6835,0.9114,0.0759,0.2658,0.519,0.0759,0.1139,0.5063,126.309820863015
0.0633,0.3291,0.8354,0.0886,0.7215,0.3797,0.3418,0.1772,19.8293477460392
0.7468,0.7848,0.1519,0.2278,0.6076,0.8101,0.8354,0.7595,77.4016041890606
0.9873,0.7342,0.7089,0.2911,0.2532,0.4557,0.3797,0.4304,149.985263323662
0.962,0.6456,0.2532,0.9747,0.9873,0.3291,0.5696,0.3038,178.909377570334
0.6582,0.2785,0.4177,0.6076,0.9241,0.3165,0,0.1139,122.761623052921
0.9367,0.3165,0.1899,0.5063,0.4177,0.8608,0.9873,0.6076,106.294340068888
0.1013,0,0.3038,0.5823,0.4304,0.6835,0.519,0.8228,26.0471086665559
0.2658,0.0633,0.2025,0.1013,0.2658,0.2025,0.038,0.557,49.4811542519768
0.8987,0.4557,0.3291,0.1899,0.6709,0.1392,0.9114,0.9494,132.051319499991
0.1899,0.3544,0.0886,0.038,0.9494,0.7848,0.6076,0.3671,21.8293353755338
0.4937,0.519,0.2658,0.0633,0.1392,0.0253,0.7975,0.8987,68.5095870045287
0.3418,0.5949,0.4684,0.2405,0.4051,0.3924,0.6709,1,48.5135218608935
0.4051,0.0253,0.7848,0.3291,0.1899,0.1266,0.2025,0.7722,75.3413582043398
1,0.2911,0.8987,0.6835,0.1646,0.2532,0.481,0.9747,205.205062005411
0.9241,0.8987,0.9873,0.7848,0.3418,0.1772,0.6329,0.1266,157.187379257116
0.1392,0.8101,0.8861,0.6203,0.3544,0.4304,0.7722,0.6456,29.0730316720558
0.2152,0.8861,0.7215,0.1519,0.0759,0.3418,0.2658,0.7215,38.5216329243047
0.8354,0.8228,0.481,0.8861,0.1139,0.1139,0.3924,0.5443,174.425457067514
0.8101,0.1772,0.3671,0.0759,0.0127,0.962,0.6962,0.6709,73.4525289422883
0.9494,0.557,0.5316,0.0253,0.6203,0.519,0.1013,0.8354,149.244998681038
0.0253,0.4684,0.4051,0,0.5063,0.7215,0.4304,0.2532,13.4666387971227
0.4684,0.5823,0.0127,0.6582,0.5443,1,0.2785,0.5696,63.4720356891268
0.8228,0.4051,0.0253,0.3165,0.443,0.2658,0.0633,0.2785,145.817229697652
0.3291,0.4177,0.9367,0.7342,0.0633,0.7595,0.7342,0.8481,47.1718487923749
0.7595,0.1392,0.7722,0.7089,0.6835,0.4937,0.6203,0.5316,117.424858783518
0.8861,0.7722,0.7595,0.481,0.962,0.9367,0.3165,0.8608,127.322766518562
0.7848,0.2152,0.0506,0.1646,0.8861,0.7468,0.3671,0.9114,101.28914389133
0.1646,0.6962,0.1646,0.7215,0.4937,0.1519,0.3291,0.0506,37.8996511325064
0.6203,0.6329,0.962,0.1139,0.6962,0.0506,0.443,0.7975,98.844663059084
0.2785,0.8608,0.443,0.6709,0.8354,0.9114,0.5823,0.7848,39.6753403930877
0.481,0.7975,0.6329,0.3924,0.0253,0.2152,0.1266,0.1646,80.0609794200171
0.7215,0.3418,0.2405,0.7595,0.2025,0.5949,0.1392,0.7089,136.700681799225
0.443,0.2532,0.1266,0.9873,0.3291,0.481,0.4177,0.8734,84.6881541079431
0.4177,0.9873,0.6709,0.6329,0.7342,0.7342,0.962,0.3797,47.1946195692722
0.3924,0.1646,0.0633,0.8987,0.2911,0.3544,0.8228,0.038,55.6852951525171
0.5063,0.2025,0.519,0.2532,0.2152,0.9241,0.9367,0.2152,41.6423865891439
0.0127,0.6835,0.038,0.5443,0.1266,0.5316,0.6835,0.7342,18.3281638903363
0.6329,0.0127,0.4937,0.7468,0.9747,0.443,0.8861,0.4937,88.773226199853
0.8734,0.7215,0.5696,0.1266,0.1772,0.6962,0.7595,0.1013,84.7491993765683
0.8608,0.6203,0.3544,0.6962,0.2785,0.7975,0.1646,0.1899,135.272286850468
0.0759,0.962,0.5063,0.962,0.8481,0.6203,0.2152,0.6203,31.116691377584
0.2911,0.1899,0.9747,0.4557,0.1519,0.6456,0.2911,0.3291,43.1227583562858
0.0506,0.8734,0.2278,0.3544,0.9114,0.8354,0.7468,0.4177,15.4690001531645
0.1772,0.9494,0.3924,0.5316,0.2278,0.2405,0.8608,0.8861,34.3642439047359
0.038,0.0759,0.6203,0.7722,0.6582,0.9873,0.8101,0.3165,16.08465693948
0.2405,1,0.5949,0.4684,0.4684,0.0633,0.7089,0.2025,39.4875490724124
0.6709,0.443,0.6076,0.8228,0.2405,0,0.5443,0.6329,130.961424689906
0.4304,0.7595,0.9241,0.1772,0.4557,0.6076,0.557,0.481,49.1396384633282
0.3544,0.3038,0.3797,0.9494,0.6329,0.038,0.3038,0.443,76.5567322679982
0.5823,0.481,0.6456,0.9367,0.3924,0.9494,0.0253,0.7468,106.621618698918
0.2278,0.6076,1,0.3797,0.6456,0.7089,0.0127,0.6582,41.6310308150734
0.0886,0.5443,0.1139,0.443,0.1013,0.2911,0.9494,0.4684,22.0524624435623
0.4557,0.0886,0.4937,0.0759,0.4177,0.3418,0.8734,0.0886,46.0833598067917
0.8481,0.5949,0.4304,0.962,0.5823,0.6962,0.5316,0.0506,128.119467622317
0.9747,0.8987,0.8734,0.6962,0.7722,0.8481,0.481,0.1013,133.391156901901
0.5696,0.7848,0.519,0.4557,0.1646,0.8228,0.8228,0.2405,57.6676409710284
0.2025,0.4684,0.2785,0.1392,0.5443,0.2152,0.8101,0.4937,30.1918199762501
0.6962,0.3544,0.6456,0.2658,0.8481,0.5443,0.0886,0.038,97.3508496677823
0.5443,0.2532,0.2152,0.0127,0.5063,0.8734,0.9367,0.4304,41.8058473998179
0.2532,0.5063,0.9241,0.0886,0.8228,0.7975,0,0.5316,35.8151536260869
0.3671,0.0759,0.7975,0.9241,0.8734,0.8608,0.7975,0.7089,51.0484710056461
0.7089,0.7215,0.8608,0.3418,0.2278,0.7342,0.8608,0.5696,76.638239423776
0.557,0.6582,0.9114,0.5949,0.2785,0.3165,0.7468,0.7468,84.2241501549404
0.6456,0.9747,0.0506,0.2911,0.5696,0.8101,0.3038,0.8481,84.5358592117172
0.1139,0.6456,0.3038,0.0253,0.8861,0.6582,0.5949,0.2658,18.1731908656125
0.7722,0.9241,0.3671,0,0.6329,0.4304,0.3797,0.6582,101.806502697369
0.6076,0.8481,1,0.1519,0.6582,0.7468,0.557,0.3671,62.3429762570852
0,0.2278,0.4051,0.519,0.8987,0.2911,0.3165,0.3797,20.5089433210293
0.5949,0.5316,0.3418,0.9367,0.4051,0.1772,0.0506,0.9747,148.50644225643
0.1519,0.1519,0.2025,0.8101,0.3038,0.5823,0.7848,0.1519,27.6206852888182
0.519,0.1899,0.8101,0.9873,0.6709,0.1013,0.7089,0.8354,99.1197053374608
0.7975,0.1772,0.557,0.4051,0.3671,0.9494,0.5696,0.5063,89.7628563054947
0.9114,0.2405,0.5949,0.2405,0.0127,0.1392,0.7595,0.1139,122.225770392967
0.3165,0.8734,0.0127,0.5823,0.0886,0.6835,0.8987,0.6709,40.4145955175298
0.1266,0.0506,0.8354,0.3924,0.557,0.4557,0.038,0.2278,31.5372142287037
0.3038,1,0.8481,0.2278,0.4684,0.2785,0.5823,0.9241,47.148227064209
0.7342,0.4051,0.4177,0.0633,0.9747,0.9114,0.7722,0.9367,68.662432223729
0.3797,0.4557,0.5696,0.6835,0.1899,0.557,1,0.3924,47.1202595056691
0.5316,0.4937,0.1392,0.3544,0.1013,0,0.3671,0.1266,84.3557375882589
0.6835,0.1139,0.2658,0.5063,0.0759,0.0759,0.519,0.9114,125.114604073061
0.0633,0.3418,0.0886,0.1772,0.3797,0.8354,0.7215,0.3291,14.5724535722719
0.7468,0.8354,0.2278,0.7595,0.8101,0.1519,0.6076,0.7848,139.438693734137
0.9873,0.3797,0.2911,0.4304,0.4557,0.7089,0.2532,0.7342,159.817672437866
0.962,0.5696,0.9747,0.3038,0.3291,0.2532,0.9873,0.6456,132.478988114611
0.6582,0,0.6076,0.1139,0.3165,0.4177,0.9241,0.2785,68.0379158380603
0.9367,0.9873,0.5063,0.6076,0.8608,0.1899,0.4177,0.3165,170.224245588444
0.1013,0.519,0.5823,0.8228,0.6835,0.3038,0.4304,0,28.9246226477713
0.2658,0.038,0.1013,0.557,0.2025,0.2025,0.2658,0.0633,48.1013207346227
0.8987,0.9114,0.1899,0.9494,0.1392,0.3291,0.6709,0.4557,160.472423746627
0.1899,0.6076,0.038,0.3671,0.7848,0.0886,0.9494,0.3544,31.068480552714
0.4937,0.7975,0.0633,0.8987,0.0253,0.2658,0.1392,0.519,103.222956439982
0.3418,0.6709,0.2405,1,0.3924,0.4684,0.4051,0.5949,64.9555310482527
0.4051,0.2025,0.3291,0.7722,0.1266,0.7848,0.1899,0.0253,59.6703388193502
1,0.481,0.6835,0.9747,0.2532,0.8987,0.1646,0.2911,180.264082790394
0.9241,0.6329,0.7848,0.1266,0.1772,0.9873,0.3418,0.8987,105.61117132704
0.1392,0.7722,0.6203,0.6456,0.4304,0.8861,0.3544,0.8101,29.4823971581271
0.2152,0.2658,0.1519,0.7215,0.3418,0.7215,0.0759,0.8861,47.1024168426972
0.8354,0.3924,0.8861,0.5443,0.1139,0.481,0.1139,0.8228,161.73040664286
0.8101,0.6962,0.0759,0.6709,0.962,0.3671,0.0127,0.1772,158.615032880113
0.9494,0.1013,0.0253,0.8354,0.519,0.5316,0.6203,0.557,161.130397305808
0.0253,0.4304,0,0.2532,0.7215,0.4051,0.5063,0.4684,18.2396082614049
0.4684,0.2785,0.6582,0.5696,1,0.0127,0.5443,0.5823,81.8159888438413
0.8228,0.0633,0.3165,0.2785,0.2658,0.0253,0.443,0.4051,137.054547343687
0.3291,0.7342,0.7342,0.8481,0.7595,0.9367,0.0633,0.4177,56.0075201374903
0.7595,0.6203,0.7089,0.5316,0.4937,0.7722,0.6835,0.1392,87.3304216606727
0.8861,0.3165,0.481,0.8608,0.9367,0.7595,0.962,0.7722,126.077170166567
0.7848,0.3671,0.1646,0.9114,0.7468,0.0506,0.8861,0.2152,129.520787094635
0.1646,0.3291,0.7215,0.0506,0.1519,0.1646,0.4937,0.6962,31.1470403546621
0.6203,0.443,0.1139,0.7975,0.0506,0.962,0.6962,0.6329,78.6533598114224
0.2785,0.5823,0.6709,0.7848,0.9114,0.443,0.8354,0.8608,46.4799625353312
0.481,0.1266,0.3924,0.1646,0.2152,0.6329,0.0253,0.7975,71.7800920079177
0.7215,0.1392,0.7595,0.7089,0.5949,0.2405,0.2025,0.3418,138.48446110239
